    time(1)             time(2)             stran(1)            stran(2)            stran(3)            stran(4)            stran(5)            stran(6)            stress(1)           stress(2)           stress(3)           stress(4)           stress(5)           stress(6)      statev(1)           statev(2)           statev(3)           statev(4)           statev(5)           statev(6)           statev(7)           statev(8)           statev(9)           statev(*)           statev(*)           statev(*)           statev(*)           statev(*)           statev(*)           statev(*)           statev(*)           statev(*)           statev(*)           statev(*)           statev(*)           statev(*)           statev(*)      
0.15012500000       0.15012500000        0.0000000000        0.0000000000        0.0000000000       0.52961982402E-01    0.0000000000        0.0000000000       -1.3158967560       -1.3158967560       -1.3158967560       0.53398794232E-01    0.0000000000        0.0000000000        13738.181711        15046.579970       0.81679583774       -.71800249069E-01    4.2000000000       -.52338774405       0.90054076211        1.0000000000        0.0000000000        0.0000000000        0.0000000000       0.48098851357        0.0000000000        0.0000000000       -.12657133857E-01   -.72537885933E-02   -.72537885933E-02   0.60514294165E-01    0.0000000000        0.0000000000        0.0000000000        0.0000000000       -6.3132868793       
0.15637500000       0.15637500000        0.0000000000        0.0000000000        0.0000000000       0.55797299852E-01    0.0000000000        0.0000000000       -1.1853850164       -1.1853850164       -1.1853850164       0.43226253131E-01    0.0000000000        0.0000000000        13738.181711        15046.579970       0.81679583774       -.74154361251E-01    4.2000000000       -.46788474477       0.89718452555        1.0000000000        0.0000000000        0.0000000000        0.0000000000       0.44574094371        0.0000000000        0.0000000000       -.13042787120E-01   -.76394418568E-02   -.76394418568E-02   0.62920789745E-01    0.0000000000        0.0000000000        0.0000000000        0.0000000000       -6.3132868793       
0.16262500000       0.16262500000        0.0000000000        0.0000000000        0.0000000000       0.58477131500E-01    0.0000000000        0.0000000000       -1.0674277590       -1.0674277590       -1.0674277590       0.36511057106E-01    0.0000000000        0.0000000000        13738.181711        15046.579970       0.81679583774       -.76442110096E-01    4.2000000000       -.41959148052       0.89392290260        1.0000000000        0.0000000000        0.0000000000        0.0000000000       0.41105773674        0.0000000000        0.0000000000       -.13406827193E-01   -.80034819300E-02   -.80034819300E-02   0.65188839802E-01    0.0000000000        0.0000000000        0.0000000000        0.0000000000       -6.3132868793       
0.16887500000       0.16887500000        0.0000000000        0.0000000000        0.0000000000       0.61015155459E-01    0.0000000000        0.0000000000       -.95728589300       -.95728589300       -.95728589300       0.29350338487E-01    0.0000000000        0.0000000000        13738.181711        15046.579970       0.81679583774       -.78868502228E-01    4.2000000000       -.37380680137       0.89046361717        1.0000000000        0.0000000000        0.0000000000        0.0000000000       0.38141049016        0.0000000000        0.0000000000       -.13752669297E-01   -.83493240341E-02   -.83493240341E-02   0.67343528104E-01    0.0000000000        0.0000000000        0.0000000000        0.0000000000       -6.3132868793       
0.17512500000       0.17512500000        0.0000000000        0.0000000000        0.0000000000       0.63299784483E-01    0.0000000000        0.0000000000       -.87692371445       -.87692371445       -.87692371445       0.24878157156E-01    0.0000000000        0.0000000000        13738.181711        15046.579970       0.81679583774       -.80799777801E-01    4.2000000000       -.34096287028       0.88771021495        1.0000000000        0.0000000000        0.0000000000        0.0000000000       0.34974995390        0.0000000000        0.0000000000       -.14060638929E-01   -.86572936654E-02   -.86572936654E-02   0.69256751504E-01    0.0000000000        0.0000000000        0.0000000000        0.0000000000       -6.3132868793       
0.18137500000       0.18137500000        0.0000000000        0.0000000000        0.0000000000       0.65404102102E-01    0.0000000000        0.0000000000       -.80451536429       -.80451536429       -.80451536429       0.21819227630E-01    0.0000000000        0.0000000000        13738.181711        15046.579970       0.81679583774       -.82657401723E-01    4.2000000000       -.31209739563       0.88506181724        1.0000000000        0.0000000000        0.0000000000        0.0000000000       0.32524570301        0.0000000000        0.0000000000       -.14343691777E-01   -.89403465132E-02   -.89403465132E-02   0.71014827313E-01    0.0000000000        0.0000000000        0.0000000000        0.0000000000       -6.3132868793       
0.18762500000       0.18762500000        0.0000000000        0.0000000000        0.0000000000       0.67342068703E-01    0.0000000000        0.0000000000       -.73358387515       -.73358387515       -.73358387515       0.20352969529E-01    0.0000000000        0.0000000000        13738.181711        15046.579970       0.81679583774       -.84566516688E-01    4.2000000000       -.28497602905       0.88234000921        1.0000000000        0.0000000000        0.0000000000        0.0000000000       0.29775858594        0.0000000000        0.0000000000       -.14604512907E-01   -.92011676437E-02   -.92011676437E-02   0.72636074830E-01    0.0000000000        0.0000000000        0.0000000000        0.0000000000       -6.3132868793       
0.19387500000       0.19387500000        0.0000000000        0.0000000000        0.0000000000       0.69134741969E-01    0.0000000000        0.0000000000       -.66385210976       -.66385210976       -.66385210976       0.17248281958E-01    0.0000000000        0.0000000000        13738.181711        15046.579970       0.81679583774       -.86732941796E-01    4.2000000000       -.25704263543       0.87925135642        1.0000000000        0.0000000000        0.0000000000        0.0000000000       0.28090735965        0.0000000000        0.0000000000       -.14846919111E-01   -.94435738481E-02   -.94435738481E-02   0.74146097228E-01    0.0000000000        0.0000000000        0.0000000000        0.0000000000       -6.3132868793       
0.20012500000       0.20012500000        0.0000000000        0.0000000000        0.0000000000       0.70768253154E-01    0.0000000000        0.0000000000       -.59437082091       -.59437082091       -.59437082091       0.14640851865E-01    0.0000000000        0.0000000000        13738.181711        15046.579970       0.81679583774       -.89106511279E-01    4.2000000000       -.22957157385       0.87586737976        1.0000000000        0.0000000000        0.0000000000        0.0000000000       0.24414958927        0.0000000000        0.0000000000       -.15068542249E-01   -.96651969856E-02   -.96651969856E-02   0.75529643199E-01    0.0000000000        0.0000000000        0.0000000000        0.0000000000       -6.3132868793       
0.20637500000       0.20637500000        0.0000000000        0.0000000000        0.0000000000       0.72242747304E-01    0.0000000000        0.0000000000       -.52315420458       -.52315420458       -.52315420458       0.13005808227E-01    0.0000000000        0.0000000000        13738.181711        15046.579970       0.81679583774       -.91772719035E-01    4.2000000000       -.20219904336       0.87206619135        1.0000000000        0.0000000000        0.0000000000        0.0000000000       0.22450721086        0.0000000000        0.0000000000       -.15269515622E-01   -.98661703581E-02   -.98661703581E-02   0.76788058110E-01    0.0000000000        0.0000000000        0.0000000000        0.0000000000       -6.3132868793       
0.21262500000       0.21262500000        0.0000000000        0.0000000000        0.0000000000       0.73507986775E-01    0.0000000000        0.0000000000       -.46648224816       -.46648224816       -.46648224816       0.10505244207E-01    0.0000000000        0.0000000000        13738.181711        15046.579970       0.81679583774       -.94274253053E-01    4.2000000000       -.17949222782       0.86849977680        1.0000000000        0.0000000000        0.0000000000        0.0000000000       0.18509566484        0.0000000000        0.0000000000       -.15441119049E-01   -.10037773785E-01   -.10037773785E-01   0.77863847309E-01    0.0000000000        0.0000000000        0.0000000000        0.0000000000       -6.3132868793       
