ep1,epV,p,q,e,pimg / p,pmx / p,psi,Dp,eta
4.126000411,0.049731477,2.562092933,3.701469848,0.852382156,0.999517664,1.007423966,-0.002979913,0.000731068,1.444705537
4.131700831,0.049731515,2.561705077,3.700994928,0.852382155,0.999543677,1.007430917,-0.002983247,0.000693064,1.444738882
4.137401019,0.049731552,2.561338155,3.700549255,0.852382154,0.999569254,1.007437459,-0.002986407,0.000655697,1.444771846
4.143100973,0.049731587,2.560991812,3.700132332,0.852382154,0.999594402,1.007443598,-0.002989397,0.000618956,1.444804437
4.148800691,0.049731619,2.560665699,3.699743674,0.852382153,0.999619129,1.007449342,-0.00299222,0.000582834,1.444836659
4.154500172,0.04973165,2.560359473,3.699382799,0.852382152,0.999643439,1.007454697,-0.002994878,0.000547319,1.444868518
4.160199415,0.049731679,2.560072797,3.699049237,0.852382152,0.99966734,1.007459668,-0.002997375,0.000512402,1.44490002
4.165898416,0.049731705,2.559805339,3.698742524,0.852382151,0.999690839,1.007464264,-0.002999712,0.000478074,1.44493117
4.171597176,0.04973173,2.559556771,3.698462202,0.852382151,0.99971394,1.007468489,-0.003001893,0.000444326,1.444961973
4.177295691,0.049731753,2.559326773,3.698207823,0.852382151,0.999736652,1.007472351,-0.00300392,0.000411148,1.444992434
4.182993961,0.049731774,2.559115027,3.697978945,0.85238215,0.999758978,1.007475855,-0.003005796,0.000378532,1.445022559
4.188691984,0.049731794,2.558921224,3.697775132,0.85238215,0.999780927,1.007479008,-0.003007523,0.000346469,1.445052352
4.194389758,0.049731811,2.558745056,3.697595958,0.852382149,0.999802503,1.007481814,-0.003009104,0.00031495,1.445081818
4.200087282,0.049731827,2.558586223,3.697441,0.852382149,0.999823712,1.007484281,-0.003010541,0.000283967,1.445110962
4.205784555,0.049731841,2.558444429,3.697309844,0.852382149,0.999844561,1.007486414,-0.003011837,0.000253511,1.44513979
4.211481574,0.049731854,2.558319382,3.697202084,0.852382149,0.999865054,1.007488218,-0.003012993,0.000223575,1.445168305
4.217178338,0.049731865,2.558210795,3.697117318,0.852382148,0.999885197,1.007489699,-0.003014014,0.000194149,1.445196512
4.222874847,0.049731874,2.558118386,3.697055151,0.852382148,0.999904996,1.007490863,-0.0030149,0.000165226,1.445224416
4.228571098,0.049731882,2.558041878,3.697015195,0.852382148,0.999924456,1.007491715,-0.003015654,0.000136798,1.445252022
4.23426709,0.049731888,2.557980997,3.696997069,0.852382148,0.999943583,1.007492261,-0.003016278,0.000108857,1.445279333
4.239962821,0.049731892,2.557935475,3.697000395,0.852382148,0.999962381,1.007492505,-0.003016775,8.13956E-05,1.445306354
4.245658292,0.049731895,2.557905047,3.697024805,0.852382148,0.999980856,1.007492452,-0.003017146,5.44064E-05,1.44533309
4.251353499,0.049731897,2.557889454,3.697069934,0.852382148,0.999999012,1.007492109,-0.003017395,2.78818E-05,1.445359544
4.257048442,0.049731897,2.557888439,3.697135425,0.852382148,1.000016856,1.00749148,-0.003017522,1.81451E-06,1.445385721
4.26274312,0.049731896,2.557901751,3.697220925,0.852382148,1.000034391,1.00749057,-0.00301753,-2.38026E-05,1.445411624
4.26843753,0.049731893,2.557929142,3.697326087,0.852382148,1.000051622,1.007489384,-0.003017422,-4.89768E-05,1.445437259
4.274131673,0.049731889,2.557970368,3.69745057,0.852382148,1.000068555,1.007487926,-0.003017198,-7.37148E-05,1.445462628
4.279825547,0.049731883,2.55802519,3.697594039,0.852382148,1.000085194,1.007486201,-0.003016862,-9.80236E-05,1.445487736
4.28551915,0.049731876,2.558093371,3.697756163,0.852382148,1.000101544,1.007484215,-0.003016414,-0.00012191,1.445512586
4.291212481,0.049731868,2.558174679,3.697936618,0.852382148,1.000117608,1.007481971,-0.003015858,-0.000145381,1.445537183
4.29690554,0.049731859,2.558268886,3.698135082,0.852382149,1.000133392,1.007479475,-0.003015194,-0.000168442,1.445561529
4.302598325,0.049731848,2.558375767,3.698351243,0.852382149,1.000148901,1.00747673,-0.003014426,-0.0001911,1.445585629
4.308290835,0.049731836,2.558495101,3.698584789,0.852382149,1.000164137,1.007473741,-0.003013554,-0.000213362,1.445609486
4.313983068,0.049731823,2.558626671,3.698835417,0.852382149,1.000179106,1.007470512,-0.00301258,-0.000235234,1.445633104
4.319675025,0.049731809,2.558770262,3.699102826,0.852382149,1.000193812,1.007467048,-0.003011507,-0.000256722,1.445656486
4.325366703,0.049731793,2.558925663,3.699386722,0.85238215,1.000208259,1.007463352,-0.003010335,-0.000277831,1.445679636
4.331058101,0.049731777,2.559092668,3.699686813,0.85238215,1.00022245,1.00745943,-0.003009067,-0.000298569,1.445702557
4.336749219,0.049731759,2.559271072,3.700002815,0.85238215,1.000236391,1.007455284,-0.003007705,-0.00031894,1.445725252
4.342440056,0.04973174,2.559460675,3.700334447,0.852382151,1.000250085,1.007450919,-0.00300625,-0.000338951,1.445747724
4.34813061,0.04973172,2.559661279,3.70068143,0.852382151,1.000263535,1.00744634,-0.003004704,-0.000358607,1.445769978
4.353820881,0.049731699,2.55987269,3.701043494,0.852382152,1.000276746,1.007441549,-0.003003068,-0.000377914,1.445792015
4.359510868,0.049731676,2.560094717,3.70142037,0.852382152,1.000289722,1.00743655,-0.003001344,-0.000396878,1.445813839
4.365200569,0.049731653,2.56032717,3.701811795,0.852382152,1.000302466,1.007431348,-0.002999533,-0.000415503,1.445835453
4.370889984,0.049731629,2.560569867,3.702217509,0.852382153,1.000314981,1.007425946,-0.002997638,-0.000433795,1.445856861
4.376579111,0.049731604,2.560822623,3.702637257,0.852382153,1.000327272,1.007420348,-0.002995659,-0.000451759,1.445878064
4.38226795,0.049731577,2.56108526,3.703070788,0.852382154,1.000339342,1.007414556,-0.002993599,-0.000469401,1.445899067
4.3879565,0.04973155,2.561357602,3.703517853,0.852382154,1.000351194,1.007408576,-0.002991458,-0.000486726,1.445919871
4.393644761,0.049731522,2.561639474,3.703978211,0.852382155,1.000362831,1.00740241,-0.002989238,-0.000503738,1.44594048
4.39933273,0.049731493,2.561930707,3.704451622,0.852382155,1.000374258,1.007396062,-0.002986941,-0.000520443,1.445960897
4.405020408,0.049731463,2.562231131,3.704937849,0.852382156,1.000385478,1.007389535,-0.002984568,-0.000536845,1.445981123
4.410707793,0.049731432,2.562540582,3.705436661,0.852382156,1.000396493,1.007382832,-0.002982121,-0.000552949,1.446001163
4.416394885,0.0497314,2.562858896,3.705947829,0.852382157,1.000407307,1.007375957,-0.0029796,-0.00056876,1.446021018
4.422081683,0.049731367,2.563185914,3.70647113,0.852382158,1.000417924,1.007368912,-0.002977007,-0.000584283,1.446040691
4.427768186,0.049731334,2.563521478,3.707006342,0.852382158,1.000428345,1.007361702,-0.002974344,-0.000599521,1.446060185
4.433454393,0.0497313,2.563865432,3.707553247,0.852382159,1.000438575,1.007354329,-0.002971611,-0.00061448,1.446079502
4.439140303,0.049731264,2.564217625,3.708111632,0.85238216,1.000448616,1.007346797,-0.00296881,-0.000629164,1.446098644
4.444825917,0.049731228,2.564577905,3.708681285,0.85238216,1.000458472,1.007339107,-0.002965943,-0.000643577,1.446117615
4.450511232,0.049731192,2.564946125,3.709261999,0.852382161,1.000468144,1.007331264,-0.00296301,-0.000657724,1.446136417
4.456196248,0.049731154,2.56532214,3.709853571,0.852382162,1.000477637,1.00732327,-0.002960014,-0.000671608,1.446155051
4.461880965,0.049731116,2.565705806,3.710455799,0.852382162,1.000486953,1.007315128,-0.002956954,-0.000685235,1.446173521
4.467565382,0.049731077,2.566096982,3.711068485,0.852382163,1.000496094,1.007306841,-0.002953832,-0.000698607,1.446191828
4.473249497,0.049731037,2.56649553,3.711691435,0.852382164,1.000505064,1.007298412,-0.00295065,-0.000711729,1.446209975
4.478933312,0.049730996,2.566901312,3.712324458,0.852382165,1.000513865,1.007289843,-0.002947408,-0.000724605,1.446227964
4.484616823,0.049730955,2.567314196,3.712967365,0.852382165,1.0005225,1.007281137,-0.002944108,-0.000737238,1.446245797
4.490300032,0.049730913,2.567734048,3.713619971,0.852382166,1.000530971,1.007272297,-0.00294075,-0.000749634,1.446263476
4.495982938,0.04973087,2.568160739,3.714282093,0.852382167,1.000539281,1.007263326,-0.002937337,-0.000761794,1.446281004
4.501665539,0.049730827,2.56859414,3.714953551,0.852382168,1.000547433,1.007254226,-0.002933868,-0.000773724,1.446298383
4.507347835,0.049730783,2.569034126,3.715634169,0.852382168,1.000555429,1.007244999,-0.002930346,-0.000785426,1.446315614
4.513029825,0.049730738,2.569480572,3.716323772,0.852382169,1.000563272,1.007235648,-0.002926771,-0.000796905,1.446332699
4.51871151,0.049730693,2.569933357,3.717022189,0.85238217,1.000570963,1.007226176,-0.002923143,-0.000808163,1.446349642
4.524392887,0.049730647,2.570392359,3.717729252,0.852382171,1.000578505,1.007216585,-0.002919465,-0.000819205,1.446366442
4.530073957,0.049730601,2.570857462,3.718444795,0.852382172,1.000585902,1.007206877,-0.002915737,-0.000830033,1.446383104
4.53575472,0.049730554,2.571328548,3.719168654,0.852382173,1.000593154,1.007197055,-0.002911961,-0.000840651,1.446399627
4.541435173,0.049730506,2.571805504,3.719900668,0.852382174,1.000600264,1.007187121,-0.002908136,-0.000851063,1.446416015
4.547115318,0.049730458,2.572288216,3.72064068,0.852382175,1.000607235,1.007177077,-0.002904264,-0.000861271,1.446432269
4.552795153,0.049730409,2.572776573,3.721388533,0.852382175,1.000614068,1.007166926,-0.002900347,-0.000871279,1.44644839
4.558474678,0.04973036,2.573270467,3.722144075,0.852382176,1.000620766,1.00715667,-0.002896384,-0.00088109,1.446464382
4.564153892,0.04973031,2.573769789,3.722907153,0.852382177,1.000627332,1.00714631,-0.002892377,-0.000890707,1.446480244
4.569832795,0.049730259,2.574274435,3.723677621,0.852382178,1.000633766,1.00713585,-0.002888327,-0.000900133,1.44649598
4.575511386,0.049730208,2.574784299,3.724455331,0.852382179,1.000640071,1.00712529,-0.002884235,-0.000909372,1.44651159
4.581189665,0.049730157,2.57529928,3.725240141,0.85238218,1.000646249,1.007114634,-0.002880101,-0.000918425,1.446527077
4.586867631,0.049730105,2.575819277,3.726031907,0.852382181,1.000652303,1.007103883,-0.002875926,-0.000927296,1.446542442
4.592545283,0.049730052,2.57634419,3.726830491,0.852382182,1.000658233,1.00709304,-0.002871711,-0.000935989,1.446557687
4.598222622,0.049729999,2.576873921,3.727635755,0.852382183,1.000664043,1.007082106,-0.002867458,-0.000944505,1.446572812
4.603899646,0.049729946,2.577408375,3.728447565,0.852382184,1.000669733,1.007071083,-0.002863166,-0.000952847,1.446587821
4.609576356,0.049729892,2.577947456,3.729265787,0.852382185,1.000675306,1.007059973,-0.002858837,-0.000961019,1.446602714
4.615252751,0.049729838,2.578491073,3.730090291,0.852382186,1.000680764,1.007048777,-0.002854472,-0.000969022,1.446617493
4.62092883,0.049729783,2.579039132,3.730920948,0.852382187,1.000686109,1.007037499,-0.002850071,-0.00097686,1.446632159
4.626604592,0.049729728,2.579591543,3.73175763,0.852382188,1.000691341,1.00702614,-0.002845634,-0.000984535,1.446646714
4.632280038,0.049729672,2.580148219,3.732600214,0.852382189,1.000696464,1.007014701,-0.002841164,-0.00099205,1.44666116
4.637955167,0.049729616,2.58070907,3.733448576,0.85238219,1.000701478,1.007003184,-0.002836659,-0.000999407,1.446675496
4.643629979,0.04972956,2.581274012,3.734302595,0.852382191,1.000706386,1.006991591,-0.002832122,-0.001006609,1.446689726
4.649304473,0.049729503,2.58184296,3.735162152,0.852382192,1.000711188,1.006979923,-0.002827553,-0.001013658,1.446703851
4.654978649,0.049729445,2.582415829,3.736027131,0.852382193,1.000715888,1.006968183,-0.002822953,-0.001020557,1.446717871
4.660652505,0.049729388,2.582992539,3.736897415,0.852382194,1.000720486,1.006956372,-0.002818322,-0.001027307,1.446731789
4.666326043,0.04972933,2.583573007,3.737772892,0.852382195,1.000724984,1.006944492,-0.00281366,-0.001033912,1.446745604
4.671999261,0.049729271,2.584157155,3.738653448,0.852382196,1.000729383,1.006932544,-0.00280897,-0.001040373,1.44675932
4.67767216,0.049729213,2.584744904,3.739538975,0.852382198,1.000733686,1.006920529,-0.002804251,-0.001046693,1.446772937
4.683344738,0.049729154,2.585336178,3.740429364,0.852382199,1.000737893,1.00690845,-0.002799504,-0.001052874,1.446786455
4.689016996,0.049729094,2.585930899,3.741324508,0.8523822,1.000742006,1.006896308,-0.002794729,-0.001058919,1.446799878
4.694688932,0.049729034,2.586528995,3.742224303,0.852382201,1.000746027,1.006884104,-0.002789928,-0.001064828,1.446813204
4.700360547,0.049728974,2.58713039,3.743128645,0.852382202,1.000749957,1.00687184,-0.0027851,-0.001070605,1.446826437
4.706031841,0.049728914,2.587735013,3.744037432,0.852382203,1.000753797,1.006859518,-0.002780247,-0.001076252,1.446839577
4.711702812,0.049728853,2.588342792,3.744950564,0.852382204,1.00075755,1.006847138,-0.002775369,-0.001081771,1.446852625
4.717373462,0.049728792,2.588953658,3.745867942,0.852382205,1.000761215,1.006834702,-0.002770467,-0.001087163,1.446865583
4.723043788,0.049728731,2.589567541,3.746789471,0.852382207,1.000764795,1.006822212,-0.002765541,-0.00109243,1.44687845
4.728713791,0.049728669,2.590184373,3.747715053,0.852382208,1.000768292,1.006809669,-0.002760592,-0.001097576,1.44689123
4.734383471,0.049728607,2.590804087,3.748644595,0.852382209,1.000771705,1.006797074,-0.002755621,-0.0011026,1.446903922
4.740052827,0.049728545,2.591426618,3.749578004,0.85238221,1.000775037,1.006784428,-0.002750627,-0.001107506,1.446916528
4.745721859,0.049728482,2.592051901,3.75051519,0.852382211,1.000778289,1.006771734,-0.002745612,-0.001112296,1.446929048
4.751390567,0.04972842,2.592679872,3.751456062,0.852382212,1.000781463,1.006758991,-0.002740576,-0.00111697,1.446941484
4.75705895,0.049728357,2.593310467,3.752400532,0.852382213,1.000784558,1.006746202,-0.002735519,-0.001121532,1.446953837
4.762727008,0.049728293,2.593943626,3.753348514,0.852382215,1.000787577,1.006733368,-0.002730443,-0.001125982,1.446966108
4.768394741,0.04972823,2.594579287,3.754299921,0.852382216,1.000790521,1.00672049,-0.002725347,-0.001130323,1.446978298
4.774062148,0.049728166,2.59521739,3.755254669,0.852382217,1.000793391,1.006707568,-0.002720232,-0.001134556,1.446990408
4.77972923,0.049728102,2.595857877,3.756212676,0.852382218,1.000796188,1.006694605,-0.002715099,-0.001138682,1.447002438
4.785395985,0.049728038,2.596500689,3.75717386,0.852382219,1.000798914,1.006681601,-0.002709948,-0.001142704,1.44701439
4.791062414,0.049727973,2.597145769,3.758138139,0.852382221,1.000801569,1.006668558,-0.002704779,-0.001146624,1.447026264
4.796728516,0.049727908,2.597793061,3.759105436,0.852382222,1.000804154,1.006655477,-0.002699594,-0.001150442,1.447038062
4.802394292,0.049727844,2.598442509,3.760075672,0.852382223,1.000806671,1.006642358,-0.002694392,-0.00115416,1.447049784
4.80805974,0.049727778,2.599094059,3.761048771,0.852382224,1.000809121,1.006629203,-0.002689174,-0.001157781,1.447061432
4.813724861,0.049727713,2.599747657,3.762024657,0.852382225,1.000811505,1.006616013,-0.00268394,-0.001161305,1.447073006
4.819389654,0.049727648,2.60040325,3.763003255,0.852382227,1.000813823,1.006602789,-0.002678692,-0.001164734,1.447084507
4.825054119,0.049727582,2.601060787,3.763984492,0.852382228,1.000816077,1.006589532,-0.002673428,-0.00116807,1.447095935
4.830718256,0.049727516,2.601720215,3.764968297,0.852382229,1.000818268,1.006576244,-0.002668151,-0.001171313,1.447107293
4.836382064,0.04972745,2.602381485,3.765954598,0.85238223,1.000820397,1.006562924,-0.002662859,-0.001174466,1.44711858
4.842045544,0.049727384,2.603044547,3.766943326,0.852382231,1.000822465,1.006549574,-0.002657554,-0.00117753,1.447129797
4.847708695,0.049727317,2.603709351,3.767934412,0.852382233,1.000824473,1.006536195,-0.002652237,-0.001180506,1.447140945
4.853371517,0.049727251,2.604375851,3.768927787,0.852382234,1.000826421,1.006522789,-0.002646906,-0.001183396,1.447152025
4.859034009,0.049727184,2.605043998,3.769923386,0.852382235,1.000828311,1.006509355,-0.002641563,-0.001186201,1.447163038
4.864696172,0.049727117,2.605713745,3.770921143,0.852382236,1.000830143,1.006495895,-0.002636209,-0.001188922,1.447173984
4.870358005,0.04972705,2.606385048,3.771920993,0.852382238,1.000831919,1.00648241,-0.002630843,-0.00119156,1.447184865
4.876019508,0.049726982,2.60705786,3.772922873,0.852382239,1.00083364,1.0064689,-0.002625466,-0.001194118,1.44719568
4.881680681,0.049726915,2.607732137,3.77392672,0.85238224,1.000835306,1.006455367,-0.002620078,-0.001196596,1.447206431
4.887341523,0.049726848,2.608407835,3.774932472,0.852382241,1.000836917,1.006441811,-0.00261468,-0.001198995,1.447217119
4.893002035,0.04972678,2.609084912,3.775940068,0.852382243,1.000838476,1.006428234,-0.002609271,-0.001201318,1.447227743
4.898662216,0.049726712,2.609763324,3.77694945,0.852382244,1.000839983,1.006414636,-0.002603854,-0.001203564,1.447238305
4.904322066,0.049726644,2.61044303,3.777960558,0.852382245,1.000841438,1.006401017,-0.002598427,-0.001205735,1.447248806
4.909981585,0.049726576,2.611123989,3.778973334,0.852382246,1.000842843,1.006387379,-0.002592991,-0.001207833,1.447259245
4.915640772,0.049726508,2.61180616,3.779987722,0.852382248,1.000844198,1.006373723,-0.002587546,-0.001209858,1.447269625
4.921299628,0.04972644,2.612489504,3.781003664,0.852382249,1.000845504,1.006360049,-0.002582093,-0.001211811,1.447279945
4.926958152,0.049726371,2.61317398,3.782021107,0.85238225,1.000846762,1.006346358,-0.002576632,-0.001213695,1.447290205
4.932616344,0.049726303,2.613859551,3.783039994,0.852382252,1.000847972,1.006332651,-0.002571164,-0.001215509,1.447300408
4.938274204,0.049726234,2.614546178,3.784060274,0.852382253,1.000849136,1.006318929,-0.002565688,-0.001217255,1.447310553
4.943931731,0.049726165,2.615233824,3.785081893,0.852382254,1.000850254,1.006305192,-0.002560206,-0.001218935,1.44732064
4.949588926,0.049726096,2.615922452,3.786104799,0.852382255,1.000851326,1.006291441,-0.002554716,-0.001220548,1.447330672
4.955245789,0.049726028,2.616612026,3.787128942,0.852382257,1.000852354,1.006277677,-0.00254922,-0.001222097,1.447340647
4.960902319,0.049725959,2.617302509,3.78815427,0.852382258,1.000853339,1.0062639,-0.002543718,-0.001223581,1.447350567
4.966558515,0.049725889,2.617993867,3.789180735,0.852382259,1.00085428,1.006250111,-0.002538211,-0.001225003,1.447360432
4.972214379,0.04972582,2.618686065,3.790208287,0.85238226,1.000855179,1.006236311,-0.002532698,-0.001226363,1.447370243
4.97786991,0.049725751,2.619379069,3.791236879,0.852382262,1.000856036,1.006222501,-0.002527179,-0.001227663,1.447380001
4.983525107,0.049725682,2.620072845,3.792266463,0.852382263,1.000856852,1.006208681,-0.002521656,-0.001228902,1.447389705
4.98917997,0.049725612,2.62076736,3.793296993,0.852382264,1.000857627,1.006194851,-0.002516127,-0.001230082,1.447399357
4.9948345,0.049725543,2.621462583,3.794328424,0.852382266,1.000858363,1.006181013,-0.002510595,-0.001231205,1.447408957
5.000488696,0.049725473,2.622158479,3.795360709,0.852382267,1.000859059,1.006167167,-0.002505058,-0.00123227,1.447418506
5.006142558,0.049725404,2.622855019,3.796393804,0.852382268,1.000859717,1.006153314,-0.002499518,-0.001233279,1.447428004
5.011796085,0.049725334,2.623552171,3.797427667,0.852382269,1.000860338,1.006139454,-0.002493973,-0.001234233,1.447437451
5.017449279,0.049725264,2.624249905,3.798462253,0.852382271,1.00086092,1.006125588,-0.002488426,-0.001235132,1.447446848
5.023102138,0.049725194,2.624948189,3.799497521,0.852382272,1.000861466,1.006111716,-0.002482875,-0.001235978,1.447456196
5.028754663,0.049725124,2.625646996,3.800533429,0.852382273,1.000861976,1.006097839,-0.002477321,-0.001236771,1.447465495
5.034406853,0.049725055,2.626346295,3.801569935,0.852382275,1.000862451,1.006083958,-0.002471765,-0.001237512,1.447474746
5.040058708,0.049724985,2.627046058,3.802607,0.852382276,1.00086289,1.006070073,-0.002466206,-0.001238202,1.447483948
5.045710228,0.049724915,2.627746256,3.803644583,0.852382277,1.000863295,1.006056185,-0.002460645,-0.001238842,1.447493103
5.051361413,0.049724845,2.628446862,3.804682646,0.852382279,1.000863666,1.006042293,-0.002455082,-0.001239433,1.447502211
5.057012263,0.049724775,2.629147849,3.80572115,0.85238228,1.000864004,1.0060284,-0.002449517,-0.001239975,1.447511273
5.062662778,0.049724704,2.629849189,3.806760056,0.852382281,1.000864308,1.006014505,-0.002443951,-0.001240469,1.447520288
5.068312957,0.049724634,2.630550855,3.807799328,0.852382282,1.000864581,1.006000608,-0.002438383,-0.001240916,1.447529258
5.073962801,0.049724564,2.631252823,3.808838929,0.852382284,1.000864822,1.005986711,-0.002432814,-0.001241316,1.447538183
5.07961231,0.049724494,2.631955065,3.809878823,0.852382285,1.000865031,1.005972814,-0.002427245,-0.001241671,1.447547062
5.085261482,0.049724424,2.632657557,3.810918973,0.852382286,1.00086521,1.005958917,-0.002421674,-0.001241981,1.447555898
5.090910319,0.049724354,2.633360274,3.811959346,0.852382288,1.000865358,1.00594502,-0.002416104,-0.001242247,1.447564689
5.09655882,0.049724283,2.634063191,3.812999906,0.852382289,1.000865477,1.005931125,-0.002410533,-0.00124247,1.447573437
5.102206985,0.049724213,2.634766284,3.814040619,0.85238229,1.000865567,1.005917232,-0.002404961,-0.001242649,1.447582141
5.107854813,0.049724143,2.635469529,3.815081452,0.852382292,1.000865627,1.00590334,-0.00239939,-0.001242787,1.447590803
5.113502306,0.049724072,2.636172903,3.816122372,0.852382293,1.000865659,1.005889451,-0.002393819,-0.001242883,1.447599422
5.119149462,0.049724002,2.636876383,3.817163347,0.852382294,1.000865663,1.005875565,-0.002388249,-0.001242939,1.447608
5.124796282,0.049723932,2.637579946,3.818204344,0.852382295,1.00086564,1.005861683,-0.002382679,-0.001242954,1.447616536
5.130442765,0.049723861,2.638283569,3.819245333,0.852382297,1.00086559,1.005847804,-0.00237711,-0.00124293,1.447625031
5.136088912,0.049723791,2.638987232,3.820286282,0.852382298,1.000865513,1.00583393,-0.002371542,-0.001242867,1.447633484
5.141734722,0.049723721,2.639690911,3.821327161,0.852382299,1.00086541,1.00582006,-0.002365976,-0.001242766,1.447641898
5.147380195,0.04972365,2.640394587,3.822367939,0.852382301,1.000865281,1.005806196,-0.00236041,-0.001242628,1.447650271
5.153025331,0.04972358,2.641098237,3.823408589,0.852382302,1.000865127,1.005792337,-0.002354846,-0.001242452,1.447658605
5.158670131,0.04972351,2.641801842,3.824449079,0.852382303,1.000864948,1.005778483,-0.002349284,-0.00124224,1.447666899
5.164314593,0.049723439,2.642505381,3.825489383,0.852382305,1.000864745,1.005764636,-0.002343724,-0.001241993,1.447675154
5.169958719,0.049723369,2.643208833,3.826529472,0.852382306,1.000864517,1.005750796,-0.002338166,-0.00124171,1.44768337
5.175602507,0.049723299,2.64391218,3.827569317,0.852382307,1.000864266,1.005736962,-0.002332609,-0.001241393,1.447691548
5.181245958,0.049723229,2.644615402,3.828608892,0.852382308,1.000863991,1.005723136,-0.002327055,-0.001241041,1.447699688
5.186889071,0.049723158,2.64531848,3.829648171,0.85238231,1.000863694,1.005709318,-0.002321504,-0.001240656,1.44770779
5.192531847,0.049723088,2.646021395,3.830687126,0.852382311,1.000863373,1.005695508,-0.002315955,-0.001240238,1.447715855
5.198174286,0.049723018,2.646724128,3.831725732,0.852382312,1.000863031,1.005681706,-0.002310409,-0.001239788,1.447723883
5.203816387,0.049722948,2.647426663,3.832763963,0.852382314,1.000862667,1.005667912,-0.002304866,-0.001239305,1.447731874
5.209458151,0.049722877,2.64812898,3.833801794,0.852382315,1.000862281,1.005654128,-0.002299326,-0.001238792,1.447739828
5.215099576,0.049722807,2.648831061,3.834839201,0.852382316,1.000861874,1.005640354,-0.002293789,-0.001238247,1.447747747
5.220740664,0.049722737,2.649532891,3.835876158,0.852382318,1.000861447,1.005626589,-0.002288256,-0.001237672,1.447755629
5.226381415,0.049722667,2.650234451,3.836912642,0.852382319,1.000860998,1.005612834,-0.002282725,-0.001237067,1.447763476
5.232021827,0.049722597,2.650935726,3.83794863,0.85238232,1.00086053,1.005599089,-0.002277199,-0.001236433,1.447771288
5.237661901,0.049722527,2.651636697,3.838984098,0.852382321,1.000860042,1.005585355,-0.002271676,-0.00123577,1.447779065
5.243301638,0.049722457,2.65233735,3.840019023,0.852382323,1.000859535,1.005571632,-0.002266157,-0.001235079,1.447786807
5.248941036,0.049722387,2.653037668,3.841053384,0.852382324,1.000859008,1.00555792,-0.002260642,-0.001234359,1.447794515
5.254580097,0.049722317,2.653737635,3.842087157,0.852382325,1.000858463,1.00554422,-0.002255131,-0.001233612,1.447802189
5.260218819,0.049722247,2.654437237,3.84312032,0.852382327,1.000857899,1.005530531,-0.002249624,-0.001232838,1.447809828
5.265857203,0.049722177,2.655136457,3.844152854,0.852382328,1.000857317,1.005516855,-0.002244122,-0.001232038,1.447817435
5.271495248,0.049722107,2.655835281,3.845184736,0.852382329,1.000856717,1.005503191,-0.002238624,-0.001231211,1.447825008
5.277132955,0.049722037,2.656533694,3.846215946,0.852382331,1.000856099,1.00548954,-0.002233131,-0.001230359,1.447832548
5.282770324,0.049721968,2.657231681,3.847246463,0.852382332,1.000855464,1.005475901,-0.002227642,-0.001229481,1.447840055
5.288407355,0.049721898,2.657929229,3.848276268,0.852382333,1.000854813,1.005462276,-0.002222158,-0.001228579,1.447847529
5.294044047,0.049721828,2.658626323,3.84930534,0.852382334,1.000854144,1.005448664,-0.002216679,-0.001227652,1.447854972
5.2996804,0.049721759,2.659322949,3.85033366,0.852382336,1.000853459,1.005435066,-0.002211205,-0.001226701,1.447862382
5.305316415,0.049721689,2.660019094,3.851361209,0.852382337,1.000852758,1.005421482,-0.002205736,-0.001225726,1.447869761
5.310952091,0.049721619,2.660714745,3.852387969,0.852382338,1.000852041,1.005407911,-0.002200272,-0.001224728,1.447877108
5.316587429,0.04972155,2.661409887,3.85341392,0.85238234,1.000851308,1.005394356,-0.002194814,-0.001223708,1.447884423
5.322222427,0.049721481,2.662104509,3.854439045,0.852382341,1.00085056,1.005380815,-0.002189361,-0.001222664,1.447891708
5.327857088,0.049721411,2.662798598,3.855463326,0.852382342,1.000849796,1.005367288,-0.002183913,-0.001221599,1.447898962
5.333491409,0.049721342,2.66349214,3.856486745,0.852382343,1.000849018,1.005353777,-0.002178472,-0.001220512,1.447906185
5.339125391,0.049721273,2.664185124,3.857509284,0.852382345,1.000848226,1.005340281,-0.002173035,-0.001219404,1.447913378
5.344759035,0.049721203,2.664877538,3.858530927,0.852382346,1.000847419,1.005326801,-0.002167605,-0.001218274,1.447920541
5.350392339,0.049721134,2.665569369,3.859551658,0.852382347,1.000846597,1.005313336,-0.00216218,-0.001217124,1.447927674
5.356025305,0.049721065,2.666260607,3.860571458,0.852382349,1.000845762,1.005299887,-0.002156762,-0.001215954,1.447934778
5.361657932,0.049720996,2.666951238,3.861590313,0.85238235,1.000844914,1.005286455,-0.002151349,-0.001214764,1.447941851
5.36729022,0.049720927,2.667641253,3.862608206,0.852382351,1.000844052,1.005273038,-0.002145943,-0.001213554,1.447948896
5.372922168,0.049720858,2.668330639,3.863625122,0.852382352,1.000843177,1.005259639,-0.002140543,-0.001212325,1.447955911
5.378553778,0.049720789,2.669019386,3.864641045,0.852382354,1.000842289,1.005246256,-0.002135149,-0.001211077,1.447962898
5.384185048,0.049720721,2.669707484,3.865655961,0.852382355,1.000841388,1.005232889,-0.002129762,-0.001209811,1.447969856
5.38981598,0.049720652,2.67039492,3.866669853,0.852382356,1.000840475,1.00521954,-0.002124381,-0.001208526,1.447976786
5.395446572,0.049720583,2.671081686,3.867682708,0.852382358,1.000839549,1.005206209,-0.002119006,-0.001207223,1.447983687
