    time(1)             time(2)             stran(1)            stran(2)            stran(3)            stran(4)            stran(5)            stran(6)            stress(1)           stress(2)           stress(3)           stress(4)           stress(5)           stress(6)      statev(1)           statev(2)           statev(3)           statev(4)           statev(5)           statev(6)           statev(7)           statev(8)           statev(9)           statev(*)           statev(*)           statev(*)           statev(*)           statev(*)           statev(*)           statev(*)           statev(*)           statev(*)           statev(*)           statev(*)           statev(*)           statev(*)           statev(*)      
0.10368821378E-01   0.10368821378E-01   -.18573009784       0.11351044622       0.11351044622        0.0000000000        0.0000000000        0.0000000000       -1711.2396927       -501.00247082       -501.00247082        0.0000000000        0.0000000000        0.0000000000        140238.53517        153594.58614       0.71933113552       -.11114493262E-01    5.4564712098       -976.07700948        1.2433354418        1.0000000000       -21.964440590        12.097520269        12.097520269        0.0000000000        0.0000000000        0.0000000000       -.18188465145       0.11293363543       0.11293363543        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -193.52298003       
0.10386788492E-01   0.10386788492E-01   -.18612473544       0.11372774492       0.11372774492        0.0000000000        0.0000000000        0.0000000000       -1710.6627967       -501.00247085       -501.00247085        0.0000000000        0.0000000000        0.0000000000        140238.53517        153594.58614       0.71939977890       -.11058716261E-01    5.4564712098       -975.47916513        1.2434692530        1.0000000000       -21.964440590        12.091572345        12.091572345        0.0000000000        0.0000000000        0.0000000000       -.18228107761       0.11315120241       0.11315120241        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -193.52298003       
0.10404755606E-01   0.10404755606E-01   -.18651937304       0.11394493707       0.11394493707        0.0000000000        0.0000000000        0.0000000000       -1710.0890271       -501.00247087       -501.00247087        0.0000000000        0.0000000000        0.0000000000        140238.53517        153594.58614       0.71946805929       -.11003234497E-01    5.4564712098       -974.88483228        1.2436023559        1.0000000000       -21.964440590        12.085656643        12.085656643        0.0000000000        0.0000000000        0.0000000000       -.18267749407       0.11336866139       0.11336866139        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -193.52298003       
0.10422722720E-01   0.10422722720E-01   -.18691401065       0.11416202325       0.11416202325        0.0000000000        0.0000000000        0.0000000000       -1709.5183704       -501.00247090       -501.00247090        0.0000000000        0.0000000000        0.0000000000        140238.53517        153594.58614       0.71953597863       -.10948046326E-01    5.4564712098       -974.29399151        1.2437347545        1.0000000000       -21.964440590        12.079773016        12.079773016        0.0000000000        0.0000000000        0.0000000000       -.18307390089       0.11358601295       0.11358601295        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -193.52298003       
0.10440689834E-01   0.10440689834E-01   -.18730864825       0.11437900403       0.11437900403        0.0000000000        0.0000000000        0.0000000000       -1708.9508132       -501.00247092       -501.00247092        0.0000000000        0.0000000000        0.0000000000        140238.53517        153594.58614       0.71960353883       -.10893150112E-01    5.4564712098       -973.70662349        1.2438664526        1.0000000000       -21.964440590        12.073921315        12.073921315        0.0000000000        0.0000000000        0.0000000000       -.18347029809       0.11380325767       0.11380325767        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -193.52298003       
0.10458656947E-01   0.10458656947E-01   -.18770328585       0.11459587999       0.11459587999        0.0000000000        0.0000000000        0.0000000000       -1708.3863418       -501.00247095       -501.00247095        0.0000000000        0.0000000000        0.0000000000        140238.53517        153594.58614       0.71967074182       -.10838544226E-01    5.4564712098       -973.12270891        1.2439974543        1.0000000000       -21.964440590        12.068101392        12.068101392        0.0000000000        0.0000000000        0.0000000000       -.18386668573       0.11402039614       0.11402039614        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -193.52298003       
0.10476624061E-01   0.10476624061E-01   -.18809792346       0.11481265169       0.11481265169        0.0000000000        0.0000000000        0.0000000000       -1707.8249429       -501.00247097       -501.00247097        0.0000000000        0.0000000000        0.0000000000        140238.53517        153594.58614       0.71973758951       -.10784227049E-01    5.4564712098       -972.54222854        1.2441277633        1.0000000000       -21.964440590        12.062313099        12.062313099        0.0000000000        0.0000000000        0.0000000000       -.18426306385       0.11423742892       0.11423742892        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -193.52298003       
0.10494591175E-01   0.10494591175E-01   -.18849256106       0.11502931971       0.11502931971        0.0000000000        0.0000000000        0.0000000000       -1707.2666028       -501.00247099       -501.00247099        0.0000000000        0.0000000000        0.0000000000        140238.53517        153594.58614       0.71980408380       -.10730196972E-01    5.4564712098       -971.96516320        1.2442573836        1.0000000000       -21.964440590        12.056556288        12.056556288        0.0000000000        0.0000000000        0.0000000000       -.18465943248       0.11445435659       0.11445435659        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -193.52298003       
0.10512558289E-01   0.10512558289E-01   -.18888719867       0.11524588461       0.11524588461        0.0000000000        0.0000000000        0.0000000000       -1706.7113078       -501.00247102       -501.00247102        0.0000000000        0.0000000000        0.0000000000        140238.53517        153594.58614       0.71987022657       -.10676452393E-01    5.4564712098       -971.39149377        1.2443863190        1.0000000000       -21.964440590        12.050830810        12.050830810        0.0000000000        0.0000000000        0.0000000000       -.18505579166       0.11467117972       0.11467117972        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -193.52298003       
0.10530525403E-01   0.10530525403E-01   -.18928183627       0.11546234694       0.11546234694        0.0000000000        0.0000000000        0.0000000000       -1706.1590446       -501.00247104       -501.00247104        0.0000000000        0.0000000000        0.0000000000        140238.53517        153594.58614       0.71993601972       -.10622991720E-01    5.4564712098       -970.82120117        1.2445145732        1.0000000000       -21.964440590        12.045136519        12.045136519        0.0000000000        0.0000000000        0.0000000000       -.18545214145       0.11488789888       0.11488789888        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -193.52298003       
