    time(1)             time(2)             stran(1)            stran(2)            stran(3)            stran(4)            stran(5)            stran(6)            stress(1)           stress(2)           stress(3)           stress(4)           stress(5)           stress(6)      statev(1)           statev(2)           statev(3)           statev(4)           statev(5)           statev(6)           statev(7)           statev(8)           statev(9)           statev(*)           statev(*)           statev(*)           statev(*)           statev(*)           statev(*)           statev(*)           statev(*)           statev(*)           statev(*)           statev(*)           statev(*)           statev(*)           statev(*)           statev(*)           statev(*)      
 109100.00000        109100.00000       -.27275000000E-01   0.33946100093E-02   0.33946100093E-02    0.0000000000        0.0000000000        0.0000000000       -765.64710154       -500.00183673       -500.00183673        0.0000000000        0.0000000000        0.0000000000        71500.000000        78309.523810       0.81444595732       0.59352829293E-01    3.4000000000       -301.82610686        1.3587314864        1.0000000000       -.25000000000E-06   0.37905280231E-07   0.37905280231E-07    0.0000000000        0.0000000000        0.0000000000       -.25639341664E-01   0.31481986935E-02   0.31481986935E-02    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -301.82617798       0.89207012923E-07   0.95007049927E-02   
 110100.00000        110100.00000       -.27525000000E-01   0.34325480613E-02   0.34325480613E-02    0.0000000000        0.0000000000        0.0000000000       -766.52536244       -500.00183673       -500.00183673        0.0000000000        0.0000000000        0.0000000000        71500.000000        78309.523810       0.81413004367       0.59064661897E-01    3.4000000000       -302.22515815        1.3591746068        1.0000000000       -.25000000000E-06   0.37964787225E-07   0.37964787225E-07    0.0000000000        0.0000000000        0.0000000000       -.25884001069E-01   0.31853356562E-02   0.31853356562E-02    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -302.22522904       0.88394571251E-07   0.95208523944E-02   
 111100.00000        111100.00000       -.27775000000E-01   0.34705453375E-02   0.34705453375E-02    0.0000000000        0.0000000000        0.0000000000       -767.39915000       -500.00183673       -500.00183673        0.0000000000        0.0000000000        0.0000000000        71500.000000        78309.523810       0.81381439988       0.58776576394E-01    3.4000000000       -302.62202845        1.3596176013        1.0000000000       -.25000000000E-06   0.38023782770E-07   0.38023782770E-07    0.0000000000        0.0000000000        0.0000000000       -.26128687675E-01   0.32225359235E-02   0.32225359235E-02    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -302.62209913       0.87613001439E-07   0.95408335763E-02   
 112100.00000        112100.00000       -.28025000000E-01   0.35086013360E-02   0.35086013360E-02    0.0000000000        0.0000000000        0.0000000000       -768.26862399       -500.00183673       -500.00183673        0.0000000000        0.0000000000        0.0000000000        71500.000000        78309.523810       0.81349902399       0.58488576863E-01    3.4000000000       -303.01679464        1.3600604636        1.0000000000       -.25000000000E-06   0.38082283993E-07   0.38082283993E-07    0.0000000000        0.0000000000        0.0000000000       -.26373400512E-01   0.32597988475E-02   0.32597988475E-02    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -303.01686511       0.86861108798E-07   0.95606535236E-02   
 113100.00000        113100.00000       -.28275000000E-01   0.35467155717E-02   0.35467155717E-02    0.0000000000        0.0000000000        0.0000000000       -769.13393898       -500.00183673       -500.00183673        0.0000000000        0.0000000000        0.0000000000        71500.000000        78309.523810       0.81318391414       0.58200667238E-01    3.4000000000       -303.40953117        1.3605031877        1.0000000000       -.25000000000E-06   0.38140307467E-07   0.38140307467E-07    0.0000000000        0.0000000000        0.0000000000       -.26618138639E-01   0.32971238022E-02   0.32971238022E-02    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -303.40960144       0.86137746014E-07   0.95803170416E-02   
 114100.00000        114100.00000       -.28525000000E-01   0.35848875756E-02   0.35848875756E-02    0.0000000000        0.0000000000        0.0000000000       -769.99524454       -500.00183673       -500.00183673        0.0000000000        0.0000000000        0.0000000000        71500.000000        78309.523810       0.81286906849       0.57912851320E-01    3.4000000000       -303.80031011        1.3609457676        1.0000000000       -.25000000000E-06   0.38197869238E-07   0.38197869238E-07    0.0000000000        0.0000000000        0.0000000000       -.26862901147E-01   0.33345101823E-02   0.33345101823E-02    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -303.80038019       0.85441811310E-07   0.95998287606E-02   
 115100.00000        115100.00000       -.28775000000E-01   0.36231168946E-02   0.36231168946E-02    0.0000000000        0.0000000000        0.0000000000       -770.85268539       -500.00183673       -500.00183673        0.0000000000        0.0000000000        0.0000000000        71500.000000        78309.523810       0.81255448529       0.57625132778E-01    3.4000000000       -304.18920125        1.3613881978        1.0000000000       -.25000000000E-06   0.38254984837E-07   0.38254984837E-07    0.0000000000        0.0000000000        0.0000000000       -.27107687156E-01   0.33719574026E-02   0.33719574026E-02    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -304.18927115       0.84772246705E-07   0.96191931453E-02   
 116100.00000        116100.00000       -.29025000000E-01   0.36614030908E-02   0.36614030908E-02    0.0000000000        0.0000000000        0.0000000000       -771.70640159       -500.00183673       -500.00183673        0.0000000000        0.0000000000        0.0000000000        71500.000000        78309.523810       0.81224016283       0.57337515155E-01    3.4000000000       -304.57627216        1.3618304729        1.0000000000       -.25000000000E-06   0.38311669299E-07   0.38311669299E-07    0.0000000000        0.0000000000        0.0000000000       -.27352495814E-01   0.34094648976E-02   0.34094648976E-02    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -304.57634190       0.84128036302E-07   0.96384144983E-02   
 117100.00000        117100.00000       -.29275000000E-01   0.36997457412E-02   0.36997457412E-02    0.0000000000        0.0000000000        0.0000000000       -772.55652868       -500.00183673       -500.00183673        0.0000000000        0.0000000000        0.0000000000        71500.000000        78309.523810       0.81192609947       0.57050001874E-01    3.4000000000       -304.96158831        1.3622725875        1.0000000000       -.25000000000E-06   0.38367937179E-07   0.38367937179E-07    0.0000000000        0.0000000000        0.0000000000       -.27597326297E-01   0.34470321204E-02   0.34470321204E-02    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -304.96165788       0.83508204679E-07   0.96574969707E-02   
 118100.00000        118100.00000       -.29525000000E-01   0.37381444370E-02   0.37381444370E-02    0.0000000000        0.0000000000        0.0000000000       -773.40319784       -500.00183673       -500.00183673        0.0000000000        0.0000000000        0.0000000000        71500.000000        78309.523810       0.81161229360       0.56762596240E-01    3.4000000000       -305.34521307        1.3627145365        1.0000000000       -.25000000000E-06   0.38423802572E-07   0.38423802572E-07    0.0000000000        0.0000000000        0.0000000000       -.27842177807E-01   0.34846585427E-02   0.34846585427E-02    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -305.34528249       0.82911815291E-07   0.96764445630E-02   
 119100.00000        119100.00000       -.29775000000E-01   0.37765987832E-02   0.37765987832E-02    0.0000000000        0.0000000000        0.0000000000       -774.24653605       -500.00183673       -500.00183673        0.0000000000        0.0000000000        0.0000000000        71500.000000        78309.523810       0.81129874369       0.56475301447E-01    3.4000000000       -305.72720785        1.3631563152        1.0000000000       -.25000000000E-06   0.38479279122E-07   0.38479279122E-07    0.0000000000        0.0000000000        0.0000000000       -.28087049572E-01   0.35223436537E-02   0.35223436537E-02    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -305.72727713       0.82337968973E-07   0.96952611340E-02   
 120100.00000        120100.00000       -.30025000000E-01   0.38151083983E-02   0.38151083983E-02    0.0000000000        0.0000000000        0.0000000000       -775.08666626       -500.00183673       -500.00183673        0.0000000000        0.0000000000        0.0000000000        71500.000000        78309.523810       0.81098544822       0.56188120583E-01    3.4000000000       -306.10763211        1.3635979186        1.0000000000       -.25000000000E-06   0.38534380040E-07   0.38534380040E-07    0.0000000000        0.0000000000        0.0000000000       -.28331940845E-01   0.35600869597E-02   0.35600869597E-02    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -306.10770126       0.81785802467E-07   0.97139504064E-02   
 121100.00000        121100.00000       -.30275000000E-01   0.38536729137E-02   0.38536729137E-02    0.0000000000        0.0000000000        0.0000000000       -775.92370746       -500.00183673       -500.00183673        0.0000000000        0.0000000000        0.0000000000        71500.000000        78309.523810       0.81067240577       0.55901056628E-01    3.4000000000       -306.48654347        1.3640393422        1.0000000000       -.25000000000E-06   0.38589118121E-07   0.38589118121E-07    0.0000000000        0.0000000000        0.0000000000       -.28576850902E-01   0.35978879836E-02   0.35978879836E-02    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -306.48661249       0.81254487017E-07   0.97325159697E-02   
 122100.00000        122100.00000       -.30525000000E-01   0.38922919734E-02   0.38922919734E-02    0.0000000000        0.0000000000        0.0000000000       -776.75777487       -500.00183673       -500.00183673        0.0000000000        0.0000000000        0.0000000000        71500.000000        78309.523810       0.81035961491       0.55614112467E-01    3.4000000000       -306.86399774        1.3644805817        1.0000000000       -.25000000000E-06   0.38643505754E-07   0.38643505754E-07    0.0000000000        0.0000000000        0.0000000000       -.28821779041E-01   0.36357462643E-02   0.36357462643E-02    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -306.86406664       0.80743227000E-07   0.97509612873E-02   
 123100.00000        123100.00000       -.30775000000E-01   0.39309652337E-02   0.39309652337E-02    0.0000000000        0.0000000000        0.0000000000       -777.58898006       -500.00183673       -500.00183673        0.0000000000        0.0000000000        0.0000000000        71500.000000        78309.523810       0.81004707431       0.55327290884E-01    3.4000000000       -307.24004900        1.3649216326        1.0000000000       -.25000000000E-06   0.38697554936E-07   0.38697554936E-07    0.0000000000        0.0000000000        0.0000000000       -.29066724586E-01   0.36736613562E-02   0.36736613562E-02    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -307.24011779       0.80251258633E-07   0.97692897008E-02   
 124100.00000        124100.00000       -.31025000000E-01   0.39696923624E-02   0.39696923624E-02    0.0000000000        0.0000000000        0.0000000000       -778.41743107       -500.00183673       -500.00183673        0.0000000000        0.0000000000        0.0000000000        71500.000000        78309.523810       0.80973478264       0.55040594574E-01    3.4000000000       -307.61474963        1.3653624909        1.0000000000       -.25000000000E-06   0.38751277289E-07   0.38751277289E-07    0.0000000000        0.0000000000        0.0000000000       -.29311686878E-01   0.37116328288E-02   0.37116328288E-02    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -307.61481832       0.79777848702E-07   0.97875044351E-02   
 125100.00000        125100.00000       -.31275000000E-01   0.40084730390E-02   0.40084730390E-02    0.0000000000        0.0000000000        0.0000000000       -779.24323251       -500.00183673       -500.00183673        0.0000000000        0.0000000000        0.0000000000        71500.000000        78309.523810       0.80942273864       0.54754026141E-01    3.4000000000       -307.98815041        1.3658031526        1.0000000000       -.25000000000E-06   0.38804684065E-07   0.38804684065E-07    0.0000000000        0.0000000000        0.0000000000       -.29556665283E-01   0.37496602660E-02   0.37496602660E-02    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -307.98821900       0.79322293336E-07   0.98056086007E-02   
 126100.00000        126100.00000       -.31525000000E-01   0.40473069539E-02   0.40473069539E-02    0.0000000000        0.0000000000        0.0000000000       -780.06648571       -500.00183673       -500.00183673        0.0000000000        0.0000000000        0.0000000000        71500.000000        78309.523810       0.80911094107       0.54467588105E-01    3.4000000000       -308.36030053        1.3662436138        1.0000000000       -.25000000000E-06   0.38857786167E-07   0.38857786167E-07    0.0000000000        0.0000000000        0.0000000000       -.29801659182E-01   0.37877432659E-02   0.37877432659E-02    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -308.36036904       0.78883916852E-07   0.98236052008E-02   
 127100.00000        127100.00000       -.31775000000E-01   0.40861938083E-02   0.40861938083E-02    0.0000000000        0.0000000000        0.0000000000       -780.88728881       -500.00183673       -500.00183673        0.0000000000        0.0000000000        0.0000000000        71500.000000        78309.523810       0.80879938875       0.54181282900E-01    3.4000000000       -308.73124768        1.3666838707        1.0000000000       -.25000000000E-06   0.38910594153E-07   0.38910594153E-07    0.0000000000        0.0000000000        0.0000000000       -.30046667981E-01   0.38258814400E-02   0.38258814400E-02    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -308.73131611       0.78462070620E-07   0.98414971330E-02   
 128100.00000        128100.00000       -.32025000000E-01   0.41251333137E-02   0.41251333137E-02    0.0000000000        0.0000000000        0.0000000000       -781.70573688       -500.00183673       -500.00183673        0.0000000000        0.0000000000        0.0000000000        71500.000000        78309.523810       0.80848808053       0.53895112883E-01    3.4000000000       -309.10103806        1.3671239197        1.0000000000       -.25000000000E-06   0.38963118252E-07   0.38963118252E-07    0.0000000000        0.0000000000        0.0000000000       -.30291691100E-01   0.38640744133E-02   0.38640744133E-02    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -309.10110641       0.78056131967E-07   0.98592871952E-02   
 129100.00000        129100.00000       -.32275000000E-01   0.41641251917E-02   0.41641251917E-02    0.0000000000        0.0000000000        0.0000000000       -782.52192201       -500.00183673       -500.00183673        0.0000000000        0.0000000000        0.0000000000        71500.000000        78309.523810       0.80817701528       0.53609080333E-01    3.4000000000       -309.46971646        1.3675637574        1.0000000000       -.25000000000E-06   0.39015368373E-07   0.39015368373E-07    0.0000000000        0.0000000000        0.0000000000       -.30536727979E-01   0.39023218233E-02   0.39023218233E-02    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -309.46978475       0.77665503152E-07   0.98769780872E-02   
 130100.00000        130100.00000       -.32525000000E-01   0.42031691737E-02   0.42031691737E-02    0.0000000000        0.0000000000        0.0000000000       -783.33593340       -500.00183673       -500.00183673        0.0000000000        0.0000000000        0.0000000000        71500.000000        78309.523810       0.80786619193       0.53323187457E-01    3.4000000000       -309.83732631        1.3680033802        1.0000000000       -.25000000000E-06   0.39067354115E-07   0.39067354115E-07    0.0000000000        0.0000000000        0.0000000000       -.30781778077E-01   0.39406233199E-02   0.39406233199E-02    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -309.83739454       0.77289610331E-07   0.98945724167E-02   
 131100.00000        131100.00000       -.32775000000E-01   0.42422650004E-02   0.42422650004E-02    0.0000000000        0.0000000000        0.0000000000       -784.14785751       -500.00183673       -500.00183673        0.0000000000        0.0000000000        0.0000000000        71500.000000        78309.523810       0.80755560944       0.53037436387E-01    3.4000000000       -310.20390968        1.3684427850        1.0000000000       -.25000000000E-06   0.39119084780E-07   0.39119084780E-07    0.0000000000        0.0000000000        0.0000000000       -.31026840868E-01   0.39789785652E-02   0.39789785652E-02    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -310.20397785       0.76927902610E-07   0.99120727009E-02   
 132100.00000        132100.00000       -.33025000000E-01   0.42814124216E-02   0.42814124216E-02    0.0000000000        0.0000000000        0.0000000000       -784.95777809       -500.00183673       -500.00183673        0.0000000000        0.0000000000        0.0000000000        71500.000000        78309.523810       0.80724526680       0.52751829189E-01    3.4000000000       -310.56950738        1.3688819686        1.0000000000       -.25000000000E-06   0.39170569378E-07   0.39170569378E-07    0.0000000000        0.0000000000        0.0000000000       -.31271915842E-01   0.40173872325E-02   0.40173872325E-02    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -310.56957551       0.76579851102E-07   0.99294813701E-02   
 133100.00000        133100.00000       -.33275000000E-01   0.43206111962E-02   0.43206111962E-02    0.0000000000        0.0000000000        0.0000000000       -785.76577629       -500.00183673       -500.00183673        0.0000000000        0.0000000000        0.0000000000        71500.000000        78309.523810       0.80693516303       0.52466367863E-01    3.4000000000       -310.93415898        1.3693209279        1.0000000000       -.25000000000E-06   0.39221816642E-07   0.39221816642E-07    0.0000000000        0.0000000000        0.0000000000       -.31517002505E-01   0.40558490066E-02   0.40558490066E-02    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -310.93422706       0.76244948030E-07   0.99468007713E-02   
 134100.00000        134100.00000       -.33525000000E-01   0.43598610915E-02   0.43598610915E-02    0.0000000000        0.0000000000        0.0000000000       -786.57193077       -500.00183673       -500.00183673        0.0000000000        0.0000000000        0.0000000000        71500.000000        78309.523810       0.80662529719       0.52181054342E-01    3.4000000000       -311.29790282        1.3697596598        1.0000000000       -.25000000000E-06   0.39272835034E-07   0.39272835034E-07    0.0000000000        0.0000000000        0.0000000000       -.31762100380E-01   0.40943635831E-02   0.40943635831E-02    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -311.29797087       0.75922705872E-07   0.99640331720E-02   
 135100.00000        135100.00000       -.33775000000E-01   0.43991618831E-02   0.43991618831E-02    0.0000000000        0.0000000000        0.0000000000       -787.37631776       -500.00183673       -500.00183673        0.0000000000        0.0000000000        0.0000000000        71500.000000        78309.523810       0.80631566836       0.51895890502E-01    3.4000000000       -311.66077611        1.3701981616        1.0000000000       -.25000000000E-06   0.39323632752E-07   0.39323632752E-07    0.0000000000        0.0000000000        0.0000000000       -.32007209003E-01   0.41329306682E-02   0.41329306682E-02    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -311.66084413       0.75612656527E-07   0.99811807611E-02   
 136100.00000        136100.00000       -.34025000000E-01   0.44385133549E-02   0.44385133549E-02    0.0000000000        0.0000000000        0.0000000000       -788.17901113       -500.00183673       -500.00183673        0.0000000000        0.0000000000        0.0000000000        71500.000000        78309.523810       0.80600627565       0.51610878156E-01    3.4000000000       -312.02281491        1.3706364305        1.0000000000       -.25000000000E-06   0.39374217743E-07   0.39374217743E-07    0.0000000000        0.0000000000        0.0000000000       -.32252327924E-01   0.41715499781E-02   0.41715499781E-02    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -312.02288290       0.75314350509E-07   0.99982456533E-02   
 137100.00000        137100.00000       -.34275000000E-01   0.44779152982E-02   0.44779152982E-02    0.0000000000        0.0000000000        0.0000000000       -788.98008250       -500.00183673       -500.00183673        0.0000000000        0.0000000000        0.0000000000        71500.000000        78309.523810       0.80569711821       0.51326019062E-01    3.4000000000       -312.38405421        1.3710744637        1.0000000000       -.25000000000E-06   0.39424597708E-07   0.39424597708E-07    0.0000000000        0.0000000000        0.0000000000       -.32497456709E-01   0.42102212391E-02   0.42102212391E-02    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -312.38412218       0.75027356198E-07   0.10015229891E-01   
 138100.00000        138100.00000       -.34525000000E-01   0.45173675122E-02   0.45173675122E-02    0.0000000000        0.0000000000        0.0000000000       -789.77960130       -500.00183673       -500.00183673        0.0000000000        0.0000000000        0.0000000000        71500.000000        78309.523810       0.80538819522       0.51041314921E-01    3.4000000000       -312.74452794        1.3715122586        1.0000000000       -.25000000000E-06   0.39474780111E-07   0.39474780111E-07    0.0000000000        0.0000000000        0.0000000000       -.32742594934E-01   0.42489441870E-02   0.42489441870E-02    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -312.74459589       0.74751259099E-07   0.10032135449E-01   
 139100.00000        139100.00000       -.34775000000E-01   0.45568698034E-02   0.45568698034E-02    0.0000000000        0.0000000000        0.0000000000       -790.57763481       -500.00183673       -500.00183673        0.0000000000        0.0000000000        0.0000000000        71500.000000        78309.523810       0.80507950586       0.50756767381E-01    3.4000000000       -313.10426899        1.3719498127        1.0000000000       -.25000000000E-06   0.39524772189E-07   0.39524772189E-07    0.0000000000        0.0000000000        0.0000000000       -.32987742192E-01   0.42877185668E-02   0.42877185668E-02    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -313.10433693       0.74485661126E-07   0.10048964233E-01   
 140100.00000        140100.00000       -.35025000000E-01   0.45964219852E-02   0.45964219852E-02    0.0000000000        0.0000000000        0.0000000000       -791.37424830       -500.00183673       -500.00183673        0.0000000000        0.0000000000        0.0000000000        71500.000000        78309.523810       0.80477104937       0.50472378040E-01    3.4000000000       -313.46330930        1.3723871236        1.0000000000       -.25000000000E-06   0.39574580952E-07   0.39574580952E-07    0.0000000000        0.0000000000        0.0000000000       -.33232898084E-01   0.43265441325E-02   0.43265441325E-02    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -313.46337724       0.74230179938E-07   0.10065718084E-01   
 141100.00000        141100.00000       -.35275000000E-01   0.46360238782E-02   0.46360238782E-02    0.0000000000        0.0000000000        0.0000000000       -792.16950502       -500.00183673       -500.00183673        0.0000000000        0.0000000000        0.0000000000        71500.000000        78309.523810       0.80446282500       0.50188148446E-01    3.4000000000       -313.82167983        1.3728241888        1.0000000000       -.25000000000E-06   0.39624213201E-07   0.39624213201E-07    0.0000000000        0.0000000000        0.0000000000       -.33478062227E-01   0.43654206469E-02   0.43654206469E-02    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -313.82174777       0.73984448280E-07   0.10082398785E-01   
 142100.00000        142100.00000       -.35525000000E-01   0.46756753094E-02   0.46756753094E-02    0.0000000000        0.0000000000        0.0000000000       -792.96346633       -500.00183673       -500.00183673        0.0000000000        0.0000000000        0.0000000000        71500.000000        78309.523810       0.80415483202       0.49904080099E-01    3.4000000000       -314.17941064        1.3732610060        1.0000000000       -.25000000000E-06   0.39673675525E-07   0.39673675525E-07    0.0000000000        0.0000000000        0.0000000000       -.33723234247E-01   0.44043478811E-02   0.44043478811E-02    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -314.17947858       0.73748113364E-07   0.10099008053E-01   
 143100.00000        143100.00000       -.35775000000E-01   0.47153761125E-02   0.47153761125E-02    0.0000000000        0.0000000000        0.0000000000       -793.75619171       -500.00183673       -500.00183673        0.0000000000        0.0000000000        0.0000000000        71500.000000        78309.523810       0.80384706973       0.49620174451E-01    3.4000000000       -314.53653086        1.3736975731        1.0000000000       -.25000000000E-06   0.39722974314E-07   0.39722974314E-07    0.0000000000        0.0000000000        0.0000000000       -.33968413782E-01   0.44433256145E-02   0.44433256145E-02    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -314.53659881       0.73520836258E-07   0.10115547552E-01   
 144100.00000        144100.00000       -.36025000000E-01   0.47551261274E-02   0.47551261274E-02    0.0000000000        0.0000000000        0.0000000000       -794.54773887       -500.00183673       -500.00183673        0.0000000000        0.0000000000        0.0000000000        71500.000000        78309.523810       0.80353953746       0.49336432914E-01    3.4000000000       -314.89306879        1.3741338878        1.0000000000       -.25000000000E-06   0.39772115763E-07   0.39772115763E-07    0.0000000000        0.0000000000        0.0000000000       -.34213600483E-01   0.44823536344E-02   0.44823536344E-02    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -314.89313676       0.73302291329E-07   0.10132018888E-01   
 145100.00000        145100.00000       -.36275000000E-01   0.47949251999E-02   0.47949251999E-02    0.0000000000        0.0000000000        0.0000000000       -795.33816376       -500.00183673       -500.00183673        0.0000000000        0.0000000000        0.0000000000        71500.000000        78309.523810       0.80323223454       0.49052856852E-01    3.4000000000       -315.24905187        1.3745699481        1.0000000000       -.25000000000E-06   0.39821105878E-07   0.39821105878E-07    0.0000000000        0.0000000000        0.0000000000       -.34458794007E-01   0.45214317356E-02   0.45214317356E-02    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -315.24911986       0.73092165679E-07   0.10148423615E-01   
 146100.00000        146100.00000       -.36525000000E-01   0.48347731821E-02   0.48347731821E-02    0.0000000000        0.0000000000        0.0000000000       -796.12752066       -500.00183673       -500.00183673        0.0000000000        0.0000000000        0.0000000000        71500.000000        78309.523810       0.80292516034       0.48769447590E-01    3.4000000000       -315.60450675        1.3750057518        1.0000000000       -.25000000000E-06   0.39869950483E-07   0.39869950483E-07    0.0000000000        0.0000000000        0.0000000000       -.34703994026E-01   0.45605597206E-02   0.45605597206E-02    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -315.60457476       0.72890158623E-07   0.10164763232E-01   
 147100.00000        147100.00000       -.36775000000E-01   0.48746699315E-02   0.48746699315E-02    0.0000000000        0.0000000000        0.0000000000       -796.91586223       -500.00183673       -500.00183673        0.0000000000        0.0000000000        0.0000000000        71500.000000        78309.523810       0.80261831426       0.48486206415E-01    3.4000000000       -315.95945927        1.3754412971        1.0000000000       -.25000000000E-06   0.39918655227E-07   0.39918655227E-07    0.0000000000        0.0000000000        0.0000000000       -.34949200219E-01   0.45997373990E-02   0.45997373990E-02    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -315.95952730       0.72695981182E-07   0.10181039192E-01   
 148100.00000        148100.00000       -.37025000000E-01   0.49146153113E-02   0.49146153113E-02    0.0000000000        0.0000000000        0.0000000000       -797.70323954       -500.00183673       -500.00183673        0.0000000000        0.0000000000        0.0000000000        71500.000000        78309.523810       0.80231169570       0.48203134571E-01    3.4000000000       -316.31393453        1.3758765820        1.0000000000       -.25000000000E-06   0.39967225585E-07   0.39967225585E-07    0.0000000000        0.0000000000        0.0000000000       -.35194412275E-01   0.46389645873E-02   0.46389645873E-02    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -316.31400259       0.72509355587E-07   0.10197252896E-01   
 149100.00000        149100.00000       -.37275000000E-01   0.49546091900E-02   0.49546091900E-02    0.0000000000        0.0000000000        0.0000000000       -798.48970214       -500.00183673       -500.00183673        0.0000000000        0.0000000000        0.0000000000        71500.000000        78309.523810       0.80200530409       0.47920233269E-01    3.4000000000       -316.66795688        1.3763116047        1.0000000000       -.25000000000E-06   0.40015666869E-07   0.40015666869E-07    0.0000000000        0.0000000000        0.0000000000       -.35439629894E-01   0.46782411088E-02   0.46782411088E-02    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -316.66802498       0.72330014833E-07   0.10213405700E-01   
 150100.00000        150100.00000       -.37525000000E-01   0.49946514415E-02   0.49946514415E-02    0.0000000000        0.0000000000        0.0000000000       -799.27529813       -500.00183673       -500.00183673        0.0000000000        0.0000000000        0.0000000000        71500.000000        78309.523810       0.80169913888       0.47637503680E-01    3.4000000000       -317.02154997        1.3767463633        1.0000000000       -.25000000000E-06   0.40063984232E-07   0.40063984232E-07    0.0000000000        0.0000000000        0.0000000000       -.35684852783E-01   0.47175667935E-02   0.47175667935E-02    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -317.02161811       0.72157702218E-07   0.10229498916E-01   
 151100.00000        151100.00000       -.37775000000E-01   0.50347419445E-02   0.50347419445E-02    0.0000000000        0.0000000000        0.0000000000       -800.06007414       -500.00183673       -500.00183673        0.0000000000        0.0000000000        0.0000000000        71500.000000        78309.523810       0.80139319952       0.47354946945E-01    3.4000000000       -317.37473677        1.3771808561        1.0000000000       -.25000000000E-06   0.40112182668E-07   0.40112182668E-07    0.0000000000        0.0000000000        0.0000000000       -.35930080657E-01   0.47569414777E-02   0.47569414777E-02    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -317.37480494       0.71992170926E-07   0.10245533811E-01   
 152100.00000        152100.00000       -.38025000000E-01   0.50748805827E-02   0.50748805827E-02    0.0000000000        0.0000000000        0.0000000000       -800.84407547       -500.00183673       -500.00183673        0.0000000000        0.0000000000        0.0000000000        71500.000000        78309.523810       0.80108748551       0.47072564166E-01    3.4000000000       -317.72753954        1.3776150814        1.0000000000       -.25000000000E-06   0.40160267025E-07   0.40160267025E-07    0.0000000000        0.0000000000        0.0000000000       -.36175313243E-01   0.47963650038E-02   0.47963650038E-02    0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -317.72760777       0.71833183607E-07   0.10261511610E-01   
