    time(1)             time(2)             stran(1)            stran(2)            stran(3)            stran(4)            stran(5)            stran(6)            stress(1)           stress(2)           stress(3)           stress(4)           stress(5)           stress(6)      statev(1)           statev(2)           statev(3)           statev(4)           statev(5)           statev(6)           statev(7)           statev(8)           statev(9)           statev(*)           statev(*)           statev(*)           statev(*)           statev(*)           statev(*)           statev(*)           statev(*)           statev(*)           statev(*)           statev(*)           statev(*)           statev(*)           statev(*)           statev(*)      
 5.2938750000        5.2938750000        0.0000000000        0.0000000000        0.0000000000       0.36633295316E-03    0.0000000000        0.0000000000       -83.520171804       -82.459382427       -82.459382427        9.6224177553        0.0000000000        0.0000000000        65872.948220        72146.562336       0.85198043617       0.52848356572E-01    3.4000000000       -37.068150142        1.0687486478        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -.25926959762E-03    0.0000000000        0.0000000000       -.90184583871E-04   -.25622833040E-04   -.25622833040E-04   0.22802155988E-03    0.0000000000        0.0000000000        0.0000000000        0.0000000000       -37.068150142       -.92559631349E+62   
 5.3001250000        5.3001250000        0.0000000000        0.0000000000        0.0000000000       0.36459806353E-03    0.0000000000        0.0000000000       -83.520171804       -82.459382427       -82.459382427        9.5081354605        0.0000000000        0.0000000000        65872.948220        72146.562336       0.85198043617       0.52848356572E-01    3.4000000000       -37.068150142        1.0689369898        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -.29510710836E-03    0.0000000000        0.0000000000       -.90184583871E-04   -.25622833040E-04   -.25622833040E-04   0.22802155988E-03    0.0000000000        0.0000000000        0.0000000000        0.0000000000       -37.068150142       -.92559631349E+62   
 5.3063750000        5.3063750000        0.0000000000        0.0000000000        0.0000000000       0.36264061128E-03    0.0000000000        0.0000000000       -83.520171804       -82.459382427       -82.459382427        9.3791923100        0.0000000000        0.0000000000        65872.948220        72146.562336       0.85198043617       0.52848356572E-01    3.4000000000       -37.068150142        1.0691550943        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -.33048958533E-03    0.0000000000        0.0000000000       -.90184583871E-04   -.25622833040E-04   -.25622833040E-04   0.22802155988E-03    0.0000000000        0.0000000000        0.0000000000        0.0000000000       -37.068150142       -.92559631349E+62   
 5.3126250000        5.3126250000        0.0000000000        0.0000000000        0.0000000000       0.36046361466E-03    0.0000000000        0.0000000000       -83.520171804       -82.459382427       -82.459382427        9.2357871247        0.0000000000        0.0000000000        65872.948220        72146.562336       0.85198043617       0.52848356572E-01    3.4000000000       -37.068150142        1.0694049318        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -.36536247131E-03    0.0000000000        0.0000000000       -.90184583871E-04   -.25622833040E-04   -.25622833040E-04   0.22802155988E-03    0.0000000000        0.0000000000        0.0000000000        0.0000000000       -37.068150142       -.92559631349E+62   
 5.3188750000        5.3188750000        0.0000000000        0.0000000000        0.0000000000       0.35807043045E-03    0.0000000000        0.0000000000       -83.520171804       -82.459382427       -82.459382427        9.0781410251        0.0000000000        0.0000000000        65872.948220        72146.562336       0.85198043617       0.52848356572E-01    3.4000000000       -37.068150142        1.0696888391        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -.39967199485E-03    0.0000000000        0.0000000000       -.90184583871E-04   -.25622833040E-04   -.25622833040E-04   0.22802155988E-03    0.0000000000        0.0000000000        0.0000000000        0.0000000000       -37.068150142       -.92559631349E+62   
 5.3251250000        5.3251250000        0.0000000000        0.0000000000        0.0000000000       0.35546474876E-03    0.0000000000        0.0000000000       -83.520171804       -82.459382427       -82.459382427        8.9064970901        0.0000000000        0.0000000000        65872.948220        72146.562336       0.85198043617       0.52848356572E-01    3.4000000000       -37.068150142        1.0700095759        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -.43336525313E-03    0.0000000000        0.0000000000       -.90184583871E-04   -.25622833040E-04   -.25622833040E-04   0.22802155988E-03    0.0000000000        0.0000000000        0.0000000000        0.0000000000       -37.068150142       -.92559631349E+62   
 5.3313750000        5.3313750000        0.0000000000        0.0000000000        0.0000000000       0.35265058737E-03    0.0000000000        0.0000000000       -83.520171804       -82.459382427       -82.459382427        8.7211199821        0.0000000000        0.0000000000        65872.948220        72146.562336       0.85198043617       0.52848356572E-01    3.4000000000       -37.068150142        1.0703703964        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -.46639029361E-03    0.0000000000        0.0000000000       -.90184583871E-04   -.25622833040E-04   -.25622833040E-04   0.22802155988E-03    0.0000000000        0.0000000000        0.0000000000        0.0000000000       -37.068150142       -.92559631349E+62   
 5.3376250000        5.3376250000        0.0000000000        0.0000000000        0.0000000000       0.34963228549E-03    0.0000000000        0.0000000000       -83.520171804       -82.459382427       -82.459382427        8.5222955392        0.0000000000        0.0000000000        65872.948220        72146.562336       0.85198043617       0.52848356572E-01    3.4000000000       -37.068150142        1.0707751373        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -.49869619406E-03    0.0000000000        0.0000000000       -.90184583871E-04   -.25622833040E-04   -.25622833040E-04   0.22802155988E-03    0.0000000000        0.0000000000        0.0000000000        0.0000000000       -37.068150142       -.92559631349E+62   
 5.3438750000        5.3438750000        0.0000000000        0.0000000000        0.0000000000       0.34641449715E-03    0.0000000000        0.0000000000       -83.520171804       -82.459382427       -82.459382427        8.3103303343        0.0000000000        0.0000000000        65872.948220        72146.562336       0.85198043617       0.52848356572E-01    3.4000000000       -37.068150142        1.0712283284        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -.53023314113E-03    0.0000000000        0.0000000000       -.90184583871E-04   -.25622833040E-04   -.25622833040E-04   0.22802155988E-03    0.0000000000        0.0000000000        0.0000000000        0.0000000000       -37.068150142       -.92559631349E+62   
 5.3501250000        5.3501250000        0.0000000000        0.0000000000        0.0000000000       0.34300218393E-03    0.0000000000        0.0000000000       -83.520171804       -82.459382427       -82.459382427        8.0855512023        0.0000000000        0.0000000000        65872.948220        72146.562336       0.85198043617       0.52848356572E-01    3.4000000000       -37.068150142        1.0717353324        0.0000000000        0.0000000000        0.0000000000        0.0000000000       -.56095250712E-03    0.0000000000        0.0000000000       -.90184583871E-04   -.25622833040E-04   -.25622833040E-04   0.22802155988E-03    0.0000000000        0.0000000000        0.0000000000        0.0000000000       -37.068150142       -.92559631349E+62   
